route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type,wheelchair_accessible,bikes_allowed
193,D.687,14235281,,,0,74,584324,,1,1
193,D.687,14235282,,,0,75,584324,,1,1
193,D.687,14235283,,,0,76,584324,,1,1
193,D.687,14235284,,,0,77,584324,,1,1
193,D.687,14235285,,,0,78,584324,,1,1
193,D.687,14235286,,,0,79,584324,,1,1
193,D.687,14235287,,,0,74,584324,,1,1
193,D.687,14235288,,,0,75,584324,,1,1
193,D.687,14235289,,,0,76,584324,,1,1
193,D.687,14235290,,,0,77,584324,,1,1
193,D.687,14235291,,,0,78,584324,,1,1
193,D.687,14235292,,,0,79,584324,,1,1
193,D.687,14235293,,,0,74,584324,,1,1
193,D.687,14235294,,,0,75,584324,,1,1
193,D.687,14235295,,,0,76,584324,,1,1
193,D.687,14235296,,,0,77,584324,,1,1
193,D.687,14235297,,,0,78,584324,,1,1
193,D.687,14235298,,,0,79,584324,,1,1
193,D.687,14235299,,,0,74,584324,,1,1
193,D.687,14235300,,,0,75,584324,,1,1
193,D.687,14235301,,,0,76,584324,,1,1
193,D.687,14235302,,,0,77,584324,,1,1
193,D.687,14235303,,,0,78,584324,,1,1
193,D.687,14235304,,,0,79,584324,,1,1
193,D.687,14235305,,,0,74,584324,,1,1
193,D.687,14235306,,,0,75,584324,,1,1
193,D.687,14235307,,,0,76,584324,,1,1
193,D.687,14235308,,,0,77,584324,,1,1
193,D.687,14235309,,,0,78,584324,,1,1
193,D.687,14235310,,,0,79,584324,,1,1
193,D.687,14235311,,,0,74,584324,,1,1
193,D.687,14235312,,,0,76,584324,,1,1
193,D.687,14235313,,,0,77,584324,,1,1
193,D.687,14235314,,,0,79,584324,,1,1
193,D.687,14235315,,,0,74,584324,,1,1
193,D.687,14235316,,,0,37,584323,,1,1
193,D.687,14235317,,,0,76,584324,,1,1
193,D.687,14235318,,,0,38,584323,,1,1
193,D.687,14235319,,,0,77,584324,,1,1
193,D.687,14235320,,,0,36,584323,,1,1
193,D.687,14235321,,,0,79,584324,,1,1
193,D.687,14235322,,,0,74,584324,,1,1
193,D.687,14235323,,,0,76,584324,,1,1
193,D.687,14235324,,,0,77,584324,,1,1
193,E.687,14235325,,,0,74,584326,,1,1
193,E.687,14235326,,,0,75,584326,,1,1
193,E.687,14235327,,,0,76,584326,,1,1
193,E.687,14235328,,,0,77,584326,,1,1
193,E.687,14235329,,,0,74,584324,,1,1
193,E.687,14235330,,,0,75,584324,,1,1
193,E.687,14235331,,,0,76,584324,,1,1
193,E.687,14235332,,,0,77,584324,,1,1
193,E.687,14235333,,,0,74,584324,,1,1
193,E.687,14235334,,,0,75,584324,,1,1
193,E.687,14235335,,,0,76,584324,,1,1
193,E.687,14235336,,,0,77,584324,,1,1
193,E.687,14235337,,,0,74,584324,,1,1
193,E.687,14235338,,,0,75,584324,,1,1
193,E.687,14235339,,,0,76,584324,,1,1
193,E.687,14235340,,,0,77,584324,,1,1
193,E.687,14235341,,,0,74,584324,,1,1
193,E.687,14235342,,,0,75,584324,,1,1
193,E.687,14235343,,,0,76,584324,,1,1
193,E.687,14235344,,,0,77,584324,,1,1
193,E.687,14235345,,,0,74,584324,,1,1
193,E.687,14235346,,,0,75,584324,,1,1
193,E.687,14235347,,,0,76,584324,,1,1
193,E.687,14235348,,,0,77,584324,,1,1
193,E.687,14235349,,,0,74,584324,,1,1
193,E.687,14235350,,,0,75,584324,,1,1
193,E.687,14235351,,,0,76,584324,,1,1
193,E.687,14235352,,,0,77,584324,,1,1
193,E.687,14235353,,,0,74,584324,,1,1
193,E.687,14235354,,,0,75,584324,,1,1
193,E.687,14235355,,,0,76,584324,,1,1
193,E.687,14235356,,,0,77,584324,,1,1
193,E.687,14235357,,,0,74,584324,,1,1
193,E.687,14235358,,,0,75,584324,,1,1
193,E.687,14235359,,,0,76,584324,,1,1
193,E.687,14235360,,,0,77,584324,,1,1
193,E.687,14235361,,,0,74,584324,,1,1
193,E.687,14235362,,,0,75,584324,,1,1
193,E.687,14235363,,,0,76,584324,,1,1
193,E.687,14235364,,,0,77,584324,,1,1
193,E.687,14235365,,,0,74,584324,,1,1
193,E.687,14235366,,,0,75,584324,,1,1
193,E.687,14235367,,,0,76,584324,,1,1
193,E.687,14235368,,,0,74,584324,,1,1
193,E.687,14235369,,,0,36,584323,,1,1
193,E.687,14235370,,,0,77,584324,,1,1
193,E.687,14235371,,,0,37,584323,,1,1
193,E.687,14235372,,,0,38,584323,,1,1
193,E.687,14235373,,,0,75,584324,,1,1
193,E.687,14235374,,,0,74,584325,,1,1
193,E.687,14235375,,,0,76,584324,,1,1
193,E.687,14235376,,,0,77,584324,,1,1
193,F.687,14235377,,,0,74,584326,,1,1
193,F.687,14235378,,,0,75,584326,,1,1
193,F.687,14235379,,,0,76,584326,,1,1
193,F.687,14235380,,,0,77,584326,,1,1
193,F.687,14235381,,,0,74,584324,,1,1
193,F.687,14235382,,,0,75,584324,,1,1
193,F.687,14235383,,,0,76,584324,,1,1
193,F.687,14235384,,,0,77,584324,,1,1
193,F.687,14235385,,,0,74,584324,,1,1
193,F.687,14235386,,,0,75,584324,,1,1
193,F.687,14235387,,,0,76,584324,,1,1
193,F.687,14235388,,,0,77,584324,,1,1
193,F.687,14235389,,,0,74,584324,,1,1
193,F.687,14235390,,,0,75,584324,,1,1
193,F.687,14235391,,,0,76,584324,,1,1
193,F.687,14235392,,,0,77,584324,,1,1
193,F.687,14235393,,,0,74,584324,,1,1
193,F.687,14235394,,,0,75,584324,,1,1
193,F.687,14235395,,,0,76,584324,,1,1
193,F.687,14235396,,,0,77,584324,,1,1
193,F.687,14235397,,,0,74,584324,,1,1
193,F.687,14235398,,,0,75,584324,,1,1
193,F.687,14235399,,,0,76,584324,,1,1
193,F.687,14235400,,,0,77,584324,,1,1
193,F.687,14235401,,,0,74,584324,,1,1
193,F.687,14235402,,,0,75,584324,,1,1
193,F.687,14235403,,,0,76,584324,,1,1
193,F.687,14235404,,,0,77,584324,,1,1
193,F.687,14235405,,,0,74,584324,,1,1
193,F.687,14235406,,,0,75,584324,,1,1
193,F.687,14235407,,,0,76,584324,,1,1
193,F.687,14235408,,,0,77,584324,,1,1
193,F.687,14235409,,,0,74,584324,,1,1
193,F.687,14235410,,,0,75,584324,,1,1
193,F.687,14235411,,,0,76,584324,,1,1
193,F.687,14235412,,,0,77,584324,,1,1
193,F.687,14235413,,,0,74,584324,,1,1
193,F.687,14235414,,,0,75,584324,,1,1
193,F.687,14235415,,,0,76,584324,,1,1
193,F.687,14235416,,,0,77,584324,,1,1
193,F.687,14235417,,,0,74,584324,,1,1
193,F.687,14235418,,,0,75,584324,,1,1
193,F.687,14235419,,,0,76,584324,,1,1
193,F.687,14235420,,,0,74,584324,,1,1
193,F.687,14235421,,,0,36,584323,,1,1
193,F.687,14235422,,,0,77,584324,,1,1
193,F.687,14235423,,,0,37,584323,,1,1
193,F.687,14235424,,,0,38,584323,,1,1
193,F.687,14235425,,,0,75,584324,,1,1
193,F.687,14235426,,,0,74,584325,,1,1
193,F.687,14235427,,,0,76,584324,,1,1
193,F.687,14235428,,,0,77,584324,,1,1
193,e.687,14235429,,,0,74,584326,,1,1
193,e.687,14235430,,,0,75,584326,,1,1
193,e.687,14235431,,,0,76,584326,,1,1
193,e.687,14235432,,,0,77,584326,,1,1
193,e.687,14235433,,,0,74,584324,,1,1
193,e.687,14235434,,,0,75,584324,,1,1
193,e.687,14235435,,,0,76,584324,,1,1
193,e.687,14235436,,,0,77,584324,,1,1
193,e.687,14235437,,,0,74,584324,,1,1
193,e.687,14235438,,,0,75,584324,,1,1
193,e.687,14235439,,,0,76,584324,,1,1
193,e.687,14235440,,,0,77,584324,,1,1
193,e.687,14235441,,,0,74,584324,,1,1
193,e.687,14235442,,,0,75,584324,,1,1
193,e.687,14235443,,,0,76,584324,,1,1
193,e.687,14235444,,,0,77,584324,,1,1
193,e.687,14235445,,,0,74,584324,,1,1
193,e.687,14235446,,,0,75,584324,,1,1
193,e.687,14235447,,,0,76,584324,,1,1
193,e.687,14235448,,,0,77,584324,,1,1
193,e.687,14235449,,,0,74,584324,,1,1
193,e.687,14235450,,,0,75,584324,,1,1
193,e.687,14235451,,,0,76,584324,,1,1
193,e.687,14235452,,,0,77,584324,,1,1
193,e.687,14235453,,,0,74,584324,,1,1
193,e.687,14235454,,,0,75,584324,,1,1
193,e.687,14235455,,,0,76,584324,,1,1
193,e.687,14235456,,,0,77,584324,,1,1
193,e.687,14235457,,,0,74,584324,,1,1
193,e.687,14235458,,,0,75,584324,,1,1
193,e.687,14235459,,,0,76,584324,,1,1
193,e.687,14235460,,,0,77,584324,,1,1
193,e.687,14235461,,,0,74,584324,,1,1
193,e.687,14235462,,,0,75,584324,,1,1
193,e.687,14235463,,,0,76,584324,,1,1
193,e.687,14235464,,,0,77,584324,,1,1
193,e.687,14235465,,,0,74,584324,,1,1
193,e.687,14235466,,,0,75,584324,,1,1
193,e.687,14235467,,,0,76,584324,,1,1
193,e.687,14235468,,,0,77,584324,,1,1
193,e.687,14235469,,,0,74,584324,,1,1
193,e.687,14235470,,,0,75,584324,,1,1
193,e.687,14235471,,,0,76,584324,,1,1
193,e.687,14235472,,,0,74,584324,,1,1
193,e.687,14235473,,,0,36,584323,,1,1
193,e.687,14235474,,,0,77,584324,,1,1
193,e.687,14235475,,,0,37,584323,,1,1
193,e.687,14235476,,,0,38,584323,,1,1
193,e.687,14235477,,,0,75,584324,,1,1
193,e.687,14235478,,,0,74,584325,,1,1
193,e.687,14235479,,,0,76,584324,,1,1
193,e.687,14235480,,,0,77,584324,,1,1
193,D.687,14235481,,,1,74,584329,,1,1
193,D.687,14235482,,,1,56,584327,,1,1
193,D.687,14235483,,,1,75,584329,,1,1
193,D.687,14235484,,,1,57,584327,,1,1
193,D.687,14235485,,,1,77,584329,,1,1
193,D.687,14235486,,,1,78,584329,,1,1
193,D.687,14235487,,,1,58,584327,,1,1
193,D.687,14235488,,,1,79,584329,,1,1
193,D.687,14235489,,,1,74,584329,,1,1
193,D.687,14235490,,,1,75,584329,,1,1
193,D.687,14235491,,,1,76,584329,,1,1
193,D.687,14235492,,,1,77,584329,,1,1
193,D.687,14235493,,,1,78,584329,,1,1
193,D.687,14235494,,,1,79,584329,,1,1
193,D.687,14235495,,,1,74,584329,,1,1
193,D.687,14235496,,,1,75,584329,,1,1
193,D.687,14235497,,,1,76,584329,,1,1
193,D.687,14235498,,,1,77,584329,,1,1
193,D.687,14235499,,,1,78,584329,,1,1
193,D.687,14235500,,,1,79,584329,,1,1
193,D.687,14235501,,,1,74,584329,,1,1
193,D.687,14235502,,,1,75,584329,,1,1
193,D.687,14235503,,,1,76,584329,,1,1
193,D.687,14235504,,,1,77,584329,,1,1
193,D.687,14235505,,,1,78,584329,,1,1
193,D.687,14235506,,,1,79,584329,,1,1
193,D.687,14235507,,,1,74,584329,,1,1
193,D.687,14235508,,,1,75,584329,,1,1
193,D.687,14235509,,,1,76,584329,,1,1
193,D.687,14235510,,,1,77,584329,,1,1
193,D.687,14235511,,,1,78,584329,,1,1
193,D.687,14235512,,,1,79,584329,,1,1
193,D.687,14235513,,,1,74,584329,,1,1
193,D.687,14235514,,,1,75,584329,,1,1
193,D.687,14235515,,,1,76,584329,,1,1
193,D.687,14235516,,,1,77,584329,,1,1
193,D.687,14235517,,,1,78,584329,,1,1
193,D.687,14235518,,,1,79,584329,,1,1
193,D.687,14235519,,,1,74,584329,,1,1
193,D.687,14235520,,,1,75,584329,,1,1
193,D.687,14235521,,,1,76,584329,,1,1
193,D.687,14235522,,,1,77,584329,,1,1
193,D.687,14235523,,,1,78,584329,,1,1
193,D.687,14235524,,,1,79,584329,,1,1
193,D.687,14235525,,,1,74,584329,,1,1
193,D.687,14235526,,,1,75,584329,,1,1
193,D.687,14235527,,,1,76,584329,,1,1
193,D.687,14235528,,,1,77,584329,,1,1
193,D.687,14235529,,,1,78,584329,,1,1
193,D.687,14235530,,,1,79,584329,,1,1
193,D.687,14235531,,,1,74,584329,,1,1
193,D.687,14235532,,,1,75,584329,,1,1
193,D.687,14235533,,,1,76,584329,,1,1
193,D.687,14235534,,,1,77,584329,,1,1
193,D.687,14235535,,,1,78,584329,,1,1
193,D.687,14235536,,,1,79,584329,,1,1
193,D.687,14235537,,,1,74,584329,,1,1
193,D.687,14235538,,,1,75,584330,,1,1
193,D.687,14235539,,,1,76,584329,,1,1
193,D.687,14235540,,,1,77,584329,,1,1
193,D.687,14235541,,,1,78,584330,,1,1
193,D.687,14235542,,,1,79,584329,,1,1
193,D.687,14235543,,,1,74,584329,,1,1
193,D.687,14235544,,,1,76,584329,,1,1
193,D.687,14235545,,,1,77,584329,,1,1
193,D.687,14235546,,,1,79,584329,,1,1
193,D.687,14235547,,,1,74,584329,,1,1
193,D.687,14235548,,,1,76,584329,,1,1
193,D.687,14235549,,,1,77,584329,,1,1
193,D.687,14235550,,,1,79,584330,,1,1
193,D.687,14235551,,,1,74,584330,,1,1
193,D.687,14235552,,,1,76,584330,,1,1
193,D.687,14235553,,,1,77,584330,,1,1
193,E.687,14235554,,,1,56,584327,,1,1
193,E.687,14235555,,,1,74,584329,,1,1
193,E.687,14235556,,,1,57,584327,,1,1
193,E.687,14235557,,,1,75,584329,,1,1
193,E.687,14235558,,,1,58,584327,,1,1
193,E.687,14235559,,,1,76,584329,,1,1
193,E.687,14235560,,,1,77,584329,,1,1
193,E.687,14235561,,,1,74,584329,,1,1
193,E.687,14235562,,,1,75,584329,,1,1
193,E.687,14235563,,,1,76,584329,,1,1
193,E.687,14235564,,,1,77,584329,,1,1
193,E.687,14235565,,,1,74,584329,,1,1
193,E.687,14235566,,,1,75,584329,,1,1
193,E.687,14235567,,,1,76,584329,,1,1
193,E.687,14235568,,,1,77,584329,,1,1
193,E.687,14235569,,,1,74,584329,,1,1
193,E.687,14235570,,,1,75,584329,,1,1
193,E.687,14235571,,,1,76,584329,,1,1
193,E.687,14235572,,,1,77,584329,,1,1
